Cluster	b1_WT_rep1	b1_WT_rep2	b2_WT_rep1	b1_clsy12	b2_clsy12	b1_clsy3	b2_clsy3	b1_clsy4	b2_clsy4	b1_clsy34	b2_clsy34	b1_pol_iv	b2_pol_iv	b1_rim22_3	b2_rim22_3	b2_rim22_2	b1_rim22_2
merged_1_13610807	1.84	1.7	1.76	1.01	0.88	3.86	4.01	2.63	1.44	4.59	3.32	0.02	0.07	3.38	2.83	1.72	3.7
merged_2_1369825	29.38	17.13	9.06	0.6	0.95	50.49	27.73	30.19	9.34	41.74	22.91	0.49	0	51.3	16.22	16.42	36.8
merged_4_17711798	7.15	6.85	4.62	0.88	0.71	11.34	9.18	8.32	4.3	12.82	9.17	0.11	0.06	9.46	5.17	5.92	8.36
merged_2_4752807	2.41	3.59	2.89	1.5	0.65	4.93	3.37	2.76	2.64	4.46	3.23	0.04	0.03	4.16	2.85	2.23	3.98
merged_3_11774554	1.41	2.65	1.28	1.95	1.19	2.46	1.88	3.13	1.07	2.74	1.66	0	0.04	6	2.62	3.23	7.16
merged_1_14207152	2.26	3.59	1.09	0.72	0.46	5.97	3.87	4.56	1.21	4.7	1.99	0.23	0	6.26	3.39	1.42	3.7
merged_3_14184190	6.15	3.22	4.91	1.76	1.95	6.85	9.46	3.08	3.2	3.98	5.41	0	0.14	10.48	9.15	3.19	7.45
merged_1_13676268	3.04	3.5	2.36	3.26	2.06	5.81	3.88	2.77	1.94	3.18	2.64	0.07	0.07	3.48	2.73	3.05	4.42
merged_1_16712250	28.72	33.78	27.38	9.26	7	43.87	31.95	38.31	22.32	38.09	25.62	0.57	0.25	57.9	38.83	30.68	42.78
merged_3_14700805	3.76	3.21	2.27	0.61	0.95	5.03	4.32	3.64	2.16	5.14	3.86	0.12	0.2	5.05	3.41	3.1	3.8
merged_5_15162845	7.3	9.26	11.3	0	0.17	10.45	17.81	7.3	13.82	13.8	14.98	0	0	13.69	22.71	16.3	7.52
merged_3_11537113	9.66	5.48	2.46	0	0	13.88	6.01	6.56	3.01	11.73	5.11	0.16	0	9.57	7.58	6.31	8.48
merged_2_10151582	14.66	15.28	9.21	4.88	5.32	26.9	16.01	16.54	6.65	17.11	12.78	0.89	0	24.38	17.61	16.52	19.02
merged_1_21784854	36.77	36.5	13.4	0.21	0.27	54.86	26.73	48.76	16.43	51.04	18.58	0.87	0.13	68.06	37.3	14.67	37.91
merged_1_13711629	3.8	2.43	1.04	2.1	2.46	3.74	1.33	3.86	2.23	1.68	0.86	0.09	0	3.85	4.21	2.44	5.17
merged_5_16587769	30.35	35.55	26.17	1.7	0.51	44.06	36.05	27.52	20.18	39.13	35.91	0.67	0.66	42.75	34.1	23.34	27.5
merged_1_14505584	3.13	3.58	2.19	1.11	1.35	3.55	2.97	2.19	1.35	2.62	1.58	0.31	0	4.87	3.96	1.98	3.77
merged_2_6396411	19.18	19.2	16.06	5.62	5.61	34.89	37.51	24.81	13.76	46.11	39.47	1.6	0	24.96	25.17	16.14	22.51
merged_2_5112443	5.64	6.6	2.93	3.34	2.23	13.41	8.89	5.86	3.57	7.81	4.11	0	0	11.83	6.53	6.93	8.72
merged_3_19673016	1.65	4.65	0.7	0.71	0	23.7	14.35	6.52	2.11	31.37	20.15	0.29	0	15.8	18.23	13.92	10.03
merged_3_11511533	22.94	26.66	13.69	2.32	1.77	44.77	25.46	28.81	15.55	48.4	34.29	0.78	0.26	33.44	22.8	13.16	32.59
merged_4_3424680	1.2	1.09	0.76	0.51	1.38	0.86	1.38	0	0.04	0.19	0.36	0.05	0	1.43	1.32	0.59	1.02
merged_5_9988032	57.99	77.73	78.31	4.48	1.25	102.18	125.91	73.38	68.26	152.9	125.1	3.4	1.01	79.68	126.34	76.19	66.99
merged_1_18648499	5.98	9.98	12.07	1.23	1.56	15.81	20.27	8.89	10.81	14.88	24.74	0.34	0	6.04	12.55	9.6	7.89
merged_4_4434511	3.58	3.89	3.13	5.33	5.69	3.74	3.94	3.33	2.55	0.82	0.5	0.12	0.03	5.09	6.59	4.93	5.54
merged_5_15912979	20.34	22.31	14.1	1.37	1.05	30.64	24.25	26.59	14.09	54.83	34.7	0.73	0	25.8	25.6	24.78	20.28
merged_3_14175394	3.63	4.57	4.79	1.75	1.73	5.62	6.37	5.25	3.05	5.25	4.18	0.93	0.56	7.22	8.87	3.38	6.06
merged_5_11626956	1.27	0.76	0.82	0.71	0.21	1.31	1.54	1.38	0.5	3.04	0.96	0.04	0	1.64	1.41	0.66	1.42
merged_5_9842247	2.97	2.84	2.51	2.18	2.04	4.57	4.39	2.47	2.17	2.77	2.67	0.11	0.06	3.54	2.88	2.91	3.62
merged_4_7631301	64.01	85.07	50.84	3.6	1.14	158.7	94.31	129.16	83.45	239.36	202.76	7.41	1.4	7.16	1.22	46.43	87.75
merged_5_3688420	89.33	86.03	120.32	18.3	22.74	116.23	119.81	125.46	101.49	159.55	143.05	4.06	0.88	78.44	76.4	59.04	64.61
merged_1_11032118	54.26	55.14	28.49	0.55	0.26	93.68	59.88	66.75	26.63	97.48	51.53	1.25	0.26	88.48	62.25	38.95	56.66
merged_5_22003431	7.54	6.79	5.86	1.8	1.69	13.72	12.16	8.15	6.32	16.41	13.91	0.37	0.04	8.57	7.73	6.74	7.79
merged_3_10542692	4	6.3	1.99	4.33	1.91	9.7	4.4	8.38	2.6	13	6.3	0.25	0.06	15.72	6.76	10.06	12.99
merged_3_13654988	9.19	8.76	2.86	0.25	0.56	13.82	7.09	8.89	3.51	19.15	8.08	0.21	0	11.34	6.52	5.07	11.16
merged_3_20957161	9.14	8.39	2.49	0	0	9.23	3.32	1.77	0.84	1.47	0.32	0.42	0	11.46	5.19	7.22	14.86
merged_5_9206393	9.19	8.96	5.18	1.28	1.2	12.62	9.31	10.32	5.14	18.42	11.1	0.15	0.11	13.75	9.42	4.2	12.09
merged_3_15831604	6.6	8.06	4.29	4.57	2.07	8.92	5.15	2.86	2.31	2.68	3.02	0	0.14	7.44	8.01	3.8	8.74
merged_5_12232950	2.11	2.99	1.67	0.34	0.09	4.19	3.06	2.19	2.14	5.93	3.77	0.08	0.09	2.65	3.29	2.09	3.16
merged_3_5404401	20.39	23.82	25.28	34.6	34.41	1.27	0.75	17.87	23.55	0.06	0.42	0.76	0	8.25	4.66	29.75	25.16
merged_2_1781352	8.76	11.18	10.63	1.7	1.16	18.67	18.3	12.03	10.87	19.76	20.5	0.45	0.13	12.49	13.42	10.25	11.23
merged_5_13178783	3.69	1.76	1.31	0.88	0.93	2.16	1.74	1.22	0.78	2.67	2.05	0.18	0	2.99	1.95	1.96	4.16
merged_4_7895927	5.79	3.64	3.47	0.24	0.25	10.19	6.56	4.97	2.6	9.45	5.96	0.26	0	10.69	8.79	4.23	7.69
merged_3_15479067	4.9	4.82	4.86	4.35	5.18	7.76	6.53	5.19	3.86	5.55	5.37	0.17	0.07	5.8	5.56	5.64	7.83
merged_1_10421221	62.58	75.54	92.79	1.37	1.65	130.56	150.94	89.37	81.87	136.4	176.41	2.15	1.4	88.53	94.94	78.84	74.51
merged_5_13342966	9.69	6.93	2.62	1.99	1.89	8.29	5.24	9.31	2.42	12.29	5.03	0	0	7.93	4.31	2.74	6.76
merged_1_14917127	1.43	1.42	0.54	3.07	1.43	0.91	0.75	0.18	0	0.3	0	0	0.13	1.79	1.11	1.19	4.17
merged_3_15507582	35.22	37.73	30.08	3.18	1.96	48.47	42.22	37.25	23.95	50.37	40.59	1.71	0.32	39.33	41.5	29.59	40.13
merged_3_16551764	15.83	11.37	12.62	0.87	0.09	18.13	14.26	10.11	8.03	18.42	11.03	1.19	0.72	10.11	9.84	8.39	12.9
merged_1_13802102	2.42	2.68	1.77	2.41	1.53	2.3	2.95	1.72	1.12	1.59	0.78	0.23	0.04	3.48	3.37	1.96	4.44
merged_3_18241592	4.67	3.09	1.9	0.22	0.28	9.7	3.74	6.42	2.21	6.28	2.38	0	0.14	6.01	3.25	3.12	4.9
merged_4_9144909	136.35	127.28	79.28	130.75	106.23	18.07	12.05	137.84	70.15	14.77	9.27	3.1	0.17	8.83	5.26	7.25	13.44
merged_4_1371765	4.4	4.81	4.34	3.21	3.46	8.57	6.34	6.44	3.75	5.2	4.53	0	0	8.56	6.74	10.33	16.75
merged_5_13223114	14.37	13.54	6.44	2.53	1.8	22.24	17.93	15.9	6.28	22.1	14.26	1.17	0	46.25	21.62	17.91	43.41
merged_3_15452463	12.96	7.91	9.35	0.52	0.55	21.19	17.15	11.7	7.82	20.26	15.01	0.29	0	13.95	13.34	10.35	10.7
merged_5_6361034	14.81	17.07	9.94	0	0.27	14.75	12	19.99	7.37	36.72	18.92	0.59	0.62	22.02	15.59	17.08	18.32
merged_4_5627970	4.69	5.85	3.76	1.49	1.21	9.11	6.59	5.08	2.63	8.95	5.91	0.68	0.16	8.34	5.76	6.3	11.9
merged_3_10862804	12.85	13.84	12.76	0.93	0.95	20.63	27.67	20.44	11.01	31.82	26.06	0.92	0.93	21.69	20.92	16.29	16.58
merged_3_15880469	3.85	7.71	6.09	0.65	0.73	15.87	11.85	7.61	6.09	13.54	10.88	0.47	0.13	10.86	8.82	9.29	11.49
merged_3_11954239	38.69	20.26	9.11	0	0	51.17	26.02	32.94	18.04	73.94	40.32	2.45	0.31	68.15	28.13	18.95	58.23
merged_2_1412394	16.18	17.4	16.43	2.89	2.02	22.48	19.29	19.76	10.67	24.07	16.39	0.63	0.34	26.63	23.28	14.58	19.84
merged_1_12557889	4.35	3.94	2.95	3.42	1.58	5.64	2.47	2.95	1.45	3.52	1.97	0.13	0.06	9.87	6.33	7.62	10.02
merged_2_1814049	9.08	10.47	5.69	8.88	4.87	8.19	5.1	11.8	6.2	5.3	4.42	0.65	0.11	19.04	18.23	16.75	36.57
merged_5_2688492	9.98	10.71	13.37	1.9	1.56	25.92	18.38	16.64	12.72	23.29	21.13	1.1	0.24	21.03	10.49	9.12	13.98
merged_3_12126428	46.91	45.3	26.07	3.8	3.87	62.09	44.33	46.27	23.22	77.41	43.57	2.35	0.59	48.75	27.78	20.08	40.18
merged_4_2142000	4.03	6.89	5.14	0.61	0.67	11.17	9.71	6.09	5.74	13.89	10.53	0.25	0.05	6.92	6.64	5.3	6.3
merged_1_17016387	15.23	16.05	8.92	14.21	10.73	9.12	5.87	13.17	8.55	6.24	4.17	0.35	0.06	23.88	18.56	16.01	30.03
merged_3_12262531	122.15	128.67	104.5	166.33	168.26	113.05	101.63	70.69	52.23	3.8	1.9	3.04	0.62	135.09	150.72	125.45	175.48
merged_1_14004807	17.1	15.68	7.25	5.89	4.11	24.51	16.6	16.71	8.6	23.46	14.52	0.94	0.24	22.46	14.38	8.33	15.34
merged_3_18059382	8.88	11	8.46	0.97	0.61	15.91	16.65	12.6	8.71	18.96	13.46	0.23	0.43	15.75	12.81	10.06	12.05
merged_3_8644772	16.28	12.89	6.49	0.31	0.1	23.54	13.35	16.75	8.36	23.7	13.76	0.84	0.1	19.96	16.37	10.18	16.67
merged_3_13145063	4.53	5.32	4.21	4.63	4.31	4.56	4.65	2.73	2.11	4.52	2.83	0.16	0.07	3.96	4.53	3.59	6.46
merged_1_17654516	21.53	23.64	19.06	7.52	9.79	32.38	25.84	25.3	15.42	34.52	24.89	0.78	0.19	32.83	24.64	22.26	29.14
merged_3_14041191	5.27	4.28	4.07	1.16	0.94	6.9	5.26	5.54	3.72	5.9	5.99	0.32	0.32	7.03	5.9	2.97	5.91
merged_3_1166342	70.62	67.94	89.01	10.55	10.55	102.89	101.12	95.31	74.75	139.88	135.62	2.41	0.71	55.45	64.14	63.24	64.73
merged_1_11385083	16.39	18.98	13.08	0	0	44.86	27.07	36.9	13.96	48.39	42.14	0.96	0	33.54	20.91	10.21	17.88
merged_2_9975853	13.68	10.32	20.43	17.58	16.44	6.99	4.19	60.94	43.64	29.01	32.84	0.62	0.17	5.86	7.56	2.35	2.31
merged_4_7101219	28.49	30.86	24.62	1.08	0.96	49.51	42.04	35.25	22.81	59.06	52.27	1.09	0.24	38.83	26.14	21.27	31.09
merged_3_14676486	8.85	9.28	6.85	10.87	10.01	9.76	6.88	4.79	2.86	6.45	5.4	0.33	0.02	11.29	8.25	5.29	12.01
merged_5_14179220	9.95	10.9	5.65	6.84	4.57	15.57	10.14	7.3	3.11	13.75	9.32	0.49	0.22	13.94	9.23	6.73	12.28
merged_4_7689462	17.33	16.8	11.16	6.36	6.72	46.34	31.79	15.33	17.58	37.71	28.15	2.18	0	33.78	23.26	14.66	30.01
merged_1_16674262	3.35	3.63	2.7	1.4	1.07	4.73	4.66	3.81	2.48	5.1	3.85	0.18	0.02	4.19	3.53	3.26	4.07
merged_3_12185483	2.02	1.62	1.1	0.58	0.43	3.45	2.5	2.66	1.56	3.26	2.61	0.13	0	2.92	1.98	1.8	3.37
merged_3_13327587	51.63	45.56	19.39	4.91	1.04	124.14	89.59	77.5	35.84	124.79	84.87	2.7	2.05	92.6	88.7	73.88	59.33
merged_5_12220806	2.87	2.93	3.31	5.03	3.47	3.68	5.87	2.45	1.41	2.59	1.27	0	0	3.56	3.87	0.54	5.63
merged_3_9613173	7.13	7.43	5.43	1.25	1.33	14.47	9.51	9.04	5.25	19.51	18.89	0.17	0.06	9.81	7.73	5.85	8.9
merged_1_12603739	52.87	65.18	30.81	4	1.97	115.61	87.92	59.33	49.02	135.96	103.25	1.28	0.42	52.15	40.75	27.78	47.62
merged_3_11111084	8.87	8.94	9.13	0.33	0.63	15.03	12.69	8.4	3.51	11.03	9.82	0	0	11.84	10.92	8.5	9.91
merged_1_16954164	4.08	6.35	3.8	1.49	1.05	8.58	6.39	5.9	3.71	7.42	6.02	0.14	0.44	7.59	4.36	5.85	6.53
merged_3_11646132	80.92	87.87	155.69	6.35	0.62	189.33	182.78	168.51	113.94	302.47	208.5	4.02	3.96	136.43	115.25	91.38	134.81
merged_2_16009070	5.15	4.84	2.9	0.78	0.89	9.52	6.27	6.61	2.9	8.11	5.26	0.24	0.05	6.3	6.16	4.54	4.69
merged_4_4915603	7.11	6.38	3.29	5	5.23	4.85	2.63	5.91	4.33	0	0.14	0	0.54	1.21	3.53	1.16	1.72
merged_1_8690828	11.28	6.26	4.3	1.87	4.44	14.31	9.51	5.73	2.58	5.99	3.54	0.51	0	15.14	11.31	18.37	18.43
merged_1_28285910	26.75	29.43	37.88	0	1.18	96.37	87.95	96.87	51.96	196.62	147.16	2.04	0.19	39.95	35.72	45.06	31.55
merged_2_13866095	16.1	12.97	11.97	1.41	1.01	31.05	21.38	16.73	10.31	33.47	20.1	2.04	1.77	27.02	12.83	10.97	16.71
merged_3_4634943	114.52	127.86	172.79	4.07	4.41	220.06	270.5	166.66	159.47	257.63	309.86	4.58	3.67	99.07	176.68	135.99	131.8
merged_2_4125480	4.06	3.93	2.18	3.31	4.51	3.1	2.42	3.33	2.2	1.64	0.82	0.13	0.05	7.08	5.16	3.37	5.67
merged_1_16988556	8.26	8.81	3.19	0.48	0.3	13.28	7.69	8.19	3.61	14.67	9.47	0.04	0.07	12.91	7.52	5.02	9.02
merged_3_16457820	1.1	2.92	1.24	2.6	0.45	6.95	3.35	3.73	2.19	7.37	2.99	0	0	5.83	5.37	6.42	6.55
merged_5_12465896	2.31	2.19	2.2	0.83	0.73	3.9	3.74	2.46	1.54	3.66	3.14	0.08	0.34	3.15	2.95	2.12	3.07
merged_3_4118444	21.77	28.82	9.93	0	0	28.9	37.6	27.62	15.02	55.41	44.05	1.83	0.28	34.3	27.17	25.2	22.11
merged_3_14350881	2	2.79	3.63	3.16	3.58	3.05	4.74	2.48	1.92	1.19	0.83	0	0.08	3.46	4.38	3.35	3.5
merged_5_10951915	3.63	4.53	3.1	2.37	1.55	6.06	4.89	4.2	2.01	5.9	4.19	0.08	0.01	5.94	4.54	2.68	6.81
merged_5_20312647	391.95	393.68	261.17	476.57	355.66	107.66	102.83	405.31	271.49	9.46	4.89	7.33	1.24	274.43	215.78	255.18	357.49
merged_2_6583125	5.44	5.2	3.15	0.71	0.9	7.16	5.21	4.82	2.36	4.93	4.7	0.05	0.04	7.83	5.99	3.3	7.18
merged_1_22231097	1.69	3.76	2.45	1.14	1.16	5.09	5.29	3.4	3.43	5.47	6.4	0.06	0.05	5.09	5.24	5.61	6.55
merged_5_14871894	32.94	37.45	24.47	30.89	35.85	12.24	7.93	32.74	21.51	3.67	1.58	0.59	0.15	70.42	40.43	50.59	75.32
merged_2_1391898	3.43	3.41	1.29	0.49	1.11	6.3	3.28	3.13	1.07	6.25	4.33	0.17	0.17	5.74	3.53	2.34	5.94
merged_1_11891011	4.06	5.27	2.7	0.44	0.56	9.41	5.82	5.65	2.52	8.94	5.63	0.21	0	9.66	6.5	4.97	7.19
merged_1_3892042	47.1	39.94	30.21	2.27	0.22	57	55.57	41.32	26.87	100.75	61.47	1.15	0.22	63.56	45.87	45.41	39.74
merged_4_1731309	16.99	18.8	12.61	25.22	16.82	11.8	8.14	8.84	5.72	0.95	0.44	0.37	0.18	21.49	20.93	12.59	30.93
merged_2_6081511	3.04	4.53	2.42	1.3	0.98	4.97	4.83	3.84	3.1	5.07	4.64	0.1	0	6.42	3.5	2.96	3.19
merged_2_3191680	6.67	9.79	4.62	6.61	6.42	12.65	8.55	4.47	2.7	6.4	3.61	0.17	0	14.97	8.47	6.82	12.79
merged_1_13567702	451.39	438.89	237.15	479.08	368.12	199.2	182.68	435.24	266.15	13.17	5.6	9.27	1.11	368.17	315.28	301.76	404.03
merged_1_16939117	62.75	63.13	35.92	0.73	1.48	119.63	88.33	57.05	29.85	109.82	65.72	2.4	0.82	71.1	51.03	38.15	50.2
merged_1_11421103	33.9	37.72	22.66	0.32	0.51	92.75	76.44	80.94	42.63	121.9	78.13	3.02	0.3	24.65	16.5	34.74	42.62
merged_3_16157970	92.38	101.95	72.85	105.84	72.61	63.41	67.84	101.14	68.85	137.63	117.66	274.52	164.73	73.9	68.3	64.17	105.33
merged_3_7981555	48.59	45.43	48.12	2.55	1.7	65.84	65.38	42.94	45.67	69.94	71.77	2.65	0.25	55.91	47.91	35.23	48.17
merged_5_23129203	25.92	21.29	63.91	0.32	1	36.79	116.7	26.77	67.99	37.25	137.93	1.3	0.59	20.94	58.85	38.57	19.61
merged_2_9454950	19	25.97	20.54	0.53	1.76	42.83	34.38	27.94	23.17	45.61	40.97	1.31	0.08	36.04	27.73	12.9	20.52
merged_5_14547140	3.54	3.79	3.58	1.34	0.93	5.49	5.16	5.09	3.23	13.38	7.98	0.08	0.08	4.21	3.61	3.64	4.56
merged_2_7377212	2.73	5.9	2.46	0.47	0.3	9.31	4.34	8.74	3.41	28.04	13	0.64	0.19	13.53	6.33	1.74	6.88
merged_5_9978539	19.64	22.47	22.1	1.26	0.91	34.3	32.05	26.57	19.34	37.73	33.63	0.82	0.34	25.95	28.79	23.05	22.74
merged_2_5865639	12.63	9.6	3.59	1.82	0.41	18.05	10.71	15.68	6.61	27.05	11.91	1.24	0.13	13.65	7.37	15.9	14.25
merged_4_6467479	6.81	7.07	7.49	0.61	0.64	12.69	14.09	9.4	7.89	17.03	16.92	0.18	0.15	6.54	8.06	7.26	9.18
merged_4_5438259	685.36	760.07	617.52	903.36	882.28	124.94	111.7	761.85	649.59	9.49	3.6	14.36	3.04	470.83	484.02	515.02	557.54
merged_5_14116659	7.26	9.24	9.26	0.28	0.63	12.13	16	7.65	8.07	17.28	18.78	0.36	0.2	12.1	18.01	7.78	7.18
merged_4_5667214	4.36	3.45	2.63	1.73	0.97	5.88	4.38	2.92	2.52	5.13	3.75	0.05	0	5.47	3.86	2.91	4.11
merged_2_134489	6.32	5.25	3.48	1.15	1.17	6.67	5.21	6.16	1.99	8.19	3.64	0.09	0	6.42	4.37	2.57	4.37
merged_1_12040904	25.38	54.55	21.2	2.3	1.65	127.08	109.06	105.87	53.55	198.15	133.88	2.51	0.69	62.31	72.82	61.34	104.92
merged_1_27186587	8.63	12	6.81	1.23	0.47	18.9	17.24	14.04	5.88	23.43	15.89	0.41	0	13.54	11.75	8.61	11.3
merged_5_6159741	23.42	24.69	18.87	1.4	0	47.42	30.91	27.59	15.78	62.96	36.85	0.77	0	35.85	16.8	17.87	35.11
merged_2_755637	21.81	22.31	15.86	1.02	1.08	37.86	23.22	23.21	13.29	46.33	24.25	2.24	0	41.65	24.65	14.5	31.53
merged_5_14601475	2.6	3.7	0.22	1.03	1.73	6.71	2.88	2.4	0.68	3.72	1.3	0	0	5.99	3.89	2.32	3.68
merged_3_11926230	8.18	7.56	4.42	1.61	2.22	8.85	7.52	7.55	4.65	15.89	6.55	5.29	0.64	11.97	5.85	4.25	8.76
merged_1_17318000	14.05	16.77	19.87	18.6	27.19	11.25	8.5	20.35	17.3	10.93	5.95	0.35	0.32	10.05	8.7	9.14	16.86
merged_5_6349643	13.88	14.5	10.57	4.74	6.82	18.55	18.76	15.74	11.28	21.54	16.25	0.4	0.18	18.24	16.28	17.29	18.54
merged_3_11776365	4.09	3.19	2.06	2.38	1.9	3.12	2.76	1.64	0.91	2.27	1.27	0.1	0	6.68	4.2	3.22	5.17
merged_5_12828502	15.34	18.59	42.53	5.97	4	23.58	27.91	18.84	21.72	19.56	20.59	0.42	0.21	19.7	31.78	17.71	20.28
merged_3_18085528	11.58	14.97	5.92	0.61	0.19	20.96	16.13	17.11	6.68	22.37	17.45	2.51	1.05	17.26	11.07	7.18	13.82
merged_5_11387139	21.36	20.57	7.96	7.94	5.96	26.15	15.21	12.37	3.66	16.88	7.48	0.89	0.08	22.49	15.37	8.94	22.38
merged_1_17666661	19.19	12.29	3.84	1.06	0.67	25.53	18.96	19.05	14.77	10.39	5.36	0	0.66	19	8.61	3.86	20.41
merged_4_4005369	19.99	22.88	12.2	10.6	8.33	34.93	23.09	21.22	14.12	24.03	16.5	1.25	0.71	21.77	21.52	14.96	22.54
merged_1_10696637	16.37	17.1	19.91	1.54	1.07	27.6	29.39	22.13	17.04	32.37	32.06	0.32	0.34	18.86	22.58	21.16	20.1
merged_3_13954238	2.48	3.15	4.54	3.1	2.36	4.82	3.96	1.79	0.94	1.35	1.4	0.07	0.33	2.47	3.45	2.92	4.96
merged_2_8574840	22	20.88	15.33	3.51	1.62	31.59	20.78	20.35	12.79	31.8	22.99	0.78	0.41	25.19	22.71	14.28	23.15
merged_3_10558905	4.3	5.12	5.63	3.58	4.17	7.87	9.27	5.13	3.98	6.55	6.13	0.4	0.14	5.32	6.05	7.89	6.86
merged_1_8115238	15.54	12.35	10.7	0.36	0.23	23.86	14.91	15.65	7.15	19.58	16	0.3	0.09	16.82	12.34	10.31	14.04
merged_4_2218659	43.22	64.61	27.82	1.65	0.42	81.93	64.49	83.7	43.62	162.84	90.01	4.08	0.62	70.01	54.05	27.09	52.19
merged_2_2856147	3.12	4.69	5.11	1.21	1.15	8.34	9.26	7.98	4.35	9.69	10.05	0.2	0.38	5.12	8.55	5.3	6.18
merged_5_10043309	17.31	12.5	5.02	0.9	1.42	33.26	15.13	14.18	7.45	35.22	11.64	1.48	0	11.09	13.63	6.32	17.04
merged_1_15865991	2.74	2.68	2.07	2.06	1.33	2.93	2.15	1.74	1.13	2.36	1.44	0.03	0	4.72	3.8	1.84	3.27
merged_4_4147040	36.23	57.44	18.28	5.17	4.51	74.95	44.88	43.62	16.72	57.7	39.63	0	0	52.51	33.61	18.81	45.01
merged_2_14846644	38.73	35.91	26.76	0.94	0.5	70.89	60.49	39.08	24.59	66.09	50.63	0.77	0.68	41.5	41.61	27.78	48.09
merged_3_15668045	20.28	13.83	16.27	1.58	0	23.47	29.07	23.99	14.66	24.07	29.94	0.43	0.66	19.7	23.95	12	11.92
merged_4_7244752	130.22	73.93	99.76	142.09	129.83	27.86	17.74	140.47	88.9	17.96	13.39	2.27	0.28	2.91	1.4	2.16	5.04
merged_1_13971206	3.18	2.46	1.05	0.57	0.43	4.96	1.67	3.68	1.05	6.26	2.01	0.28	0.07	4.07	2.15	1.76	3.66
merged_1_17845924	10.09	8.22	11.97	1.41	2.05	16.82	14.77	10.56	9.2	14.77	12.71	0.89	0.05	13.83	11.79	10.2	12.79
merged_5_19413052	18.98	13.9	3.56	0.43	0.14	29.38	12.66	16.15	5.61	35.86	13.01	0.89	0	21.06	6.93	8.2	14.48
merged_5_20249797	88.07	96.63	88.91	3.95	3.29	160.62	137.2	130.03	73.68	190.45	165.31	5.29	1.7	80.62	120.34	61.26	83.92
merged_2_5721624	26.56	27.8	18.16	26.1	17.6	10.79	10.87	24.25	14.61	4.46	7.56	0.64	0.1	37.96	37.29	34.73	53.01
merged_5_23787967	6.72	8.26	3.6	0	0.17	14.9	9.22	22.57	12.17	32.01	18.87	0.23	0	20.73	6.23	10.5	12.41
merged_3_15020094	8.66	5.87	3.91	6.78	3.36	7.76	6.84	3.29	1.46	3.85	3.93	0.23	0.06	12.39	6.15	4.04	10.83
merged_1_10662012	4.11	3.93	2.14	5.61	4.55	0.12	0.69	3.31	1.64	0	0	0	0	9.04	4.87	3.8	6.35
merged_2_3675054	4.08	4.34	2.49	3.33	2.25	6.28	4.6	3.34	2.27	2.7	1.75	0.3	0.22	7.92	9.08	4.86	7.53
merged_5_4282535	12.51	15.37	5.73	0.24	0.52	26.67	15.11	19.09	5.15	39.3	20.53	0.58	0.29	23.72	17.28	8.79	16.73
merged_3_9300066	11.36	14.71	8.38	0.27	0.26	23.21	15.49	22.69	11.63	37.87	28.83	0.34	0.09	22.36	10.16	8.84	13.26
merged_4_1988103	1.92	2.59	1.58	1.17	0.6	4.61	2.75	1.9	1.44	4.13	2.49	0	0	2.99	2.39	1.54	3.26
merged_2_1605932	3.07	3.73	1.87	0.81	0.56	5.1	3.71	3.26	1.6	5.13	2.55	0.2	0.04	4.78	2.96	2.55	4.41
merged_1_6426217	29.35	33.66	8.22	1.87	1.39	43.17	18.48	30.38	10.15	72.63	18.06	1.16	0.1	37.3	31.03	20.22	29.96
merged_2_7347797	172.39	183.56	129.14	169.07	170.32	40.55	34.35	195	126.07	14.87	8.83	3.94	0.61	64.63	57.49	64.42	72.47
merged_Mt_152099	1.54	1.11	1.13	1.6	1.5	1.15	0.95	0.43	0.26	0.33	0.06	0.15	0.02	2.22	3.29	1.25	1.23
merged_3_15284074	4.29	3.75	2.53	1.9	1.37	5.79	4.18	4.26	2.72	6.22	4.78	0.08	0.16	5.35	4.77	3.59	6.09
merged_5_13067333	5.21	2.8	2.11	3.76	3.09	4.35	3.52	0.61	0.65	0.1	0	0.11	0.09	4.88	3.24	2.97	9.54
merged_3_15926460	10.95	8.2	7.03	0.14	0.04	14.08	10.44	9.73	6.26	15.76	13.55	0.17	0	14.77	14.67	11.07	8.7
merged_3_14139726	1.4	1.72	0.62	0.51	0.54	1.98	1.62	0.82	0.62	1.18	1.08	0.07	0	0.95	1.2	1.29	1.84
merged_1_14354098	0.98	1.4	1.05	0.35	0.31	1.8	1.13	1.77	0.46	1.87	1.1	0	0	1.72	1.21	0.71	1.26
merged_2_12733152	8.99	6.15	4.39	1.28	1.3	7.33	6.08	17.78	7.15	26.27	27.1	0.21	0.16	19.02	12.66	5.61	8.58
merged_5_12151115	3.49	4.62	4.13	4.88	4.57	3.68	5.02	4.27	3.99	2.23	1.94	0.14	0.05	5.14	6.69	4.77	6.49
merged_3_4494061	74.99	76.19	33.85	1.03	1.7	133.46	94.53	97.23	46.28	180.46	90.8	3.73	0.26	99.68	81.5	69.8	88.9
merged_2_17487117	14.12	10.9	4.17	0.58	1.28	12.84	13.17	7.32	8.59	14.62	12.37	0	0	14.67	5.3	5.59	12.55
merged_3_18735538	9.54	11.74	6.47	4.47	3.45	13.53	10.35	10.76	5.82	10.11	7.97	0.47	0.11	31.29	40.44	20.04	32.35
