Cluster	b1_WT_rep1	b1_WT_rep2	b2_WT_rep1	b1_clsy12	b2_clsy12	b1_clsy3	b2_clsy3	b1_clsy4	b2_clsy4	b1_clsy34	b2_clsy34	b1_pol_iv	b2_pol_iv	b1_rim22_3	b2_rim22_3	b2_rim22_2	b1_rim22_2
merged_3_11442411	5.7	7.08	2.63	6.06	4.89	5.75	3.45	0.91	0.63	0.94	1.08	0.1	0	10.03	5.49	4.55	13.59
merged_1_15861712	1.57	1.12	0.38	0.87	0.61	1.37	2.18	1.69	0.19	1.19	1.58	0.32	0	3.15	3.03	1.4	3.38
merged_3_21413124	52.27	41.93	27.36	2.32	1.07	109.04	92.63	68.65	57.84	129.64	125.57	3.83	1.06	62.06	29.16	28.78	42.79
merged_1_23965401	19.13	20.21	10.87	0.67	0.47	25.19	21.31	18.97	11	25.2	22.16	0.06	0.38	18.04	15.15	12.2	15.61
merged_5_12508352	7.29	2.93	1.81	3.05	3.02	6.96	5.16	1.63	0.84	2.81	1.13	0.31	0.05	6.51	2.94	1.98	5.05
merged_2_4852307	4.91	3.65	3.94	7.4	6.22	3.75	3.49	3.24	4.14	0.83	0.64	0.21	0.16	4.26	3.18	4.64	5.05
merged_4_8783651	9.71	8.61	5.25	0.5	2.74	17.06	9.1	12.83	4.52	14.61	9.67	0.14	0.1	11	4.78	2.66	9.23
merged_1_13841407	3.07	4.36	2.24	2.94	2.74	4.62	4.72	4.47	1.95	5.44	4.2	0.06	0	4.13	3.64	3.15	5.87
merged_3_9558190	31.7	34.97	30.61	0	0.82	40.36	36.04	36.26	11.15	38.47	35.13	0	1.62	51.48	28.71	31.99	51.23
merged_1_13526916	11.62	10.75	7.89	2.97	2.15	22.6	13.48	13.24	5.24	19.77	10.31	0.12	0	17.65	9.06	4.07	11.95
merged_5_18650270	6.73	4.58	4.79	1.02	0.11	15.86	12.83	9.2	5.84	17.95	17.02	0.42	0.32	6.48	3.67	4.44	2.49
merged_4_5932997	8.48	6.74	6.01	0.83	1.84	12.96	15.29	8	5.78	16.12	10.23	0.86	0.13	9.75	9.56	6.85	9.52
merged_2_15371777	114.34	130.27	71.05	2.02	3.2	213.37	137.53	169.86	75.66	273.27	156.95	4.16	0.63	128.64	105.52	71.01	134.85
merged_2_19235858	90.76	89.71	75.03	0	1.92	184.56	225.15	97.32	129.22	234.44	370.03	6.66	0	70.75	61.78	87.66	92.57
merged_4_6599165	50.73	45.43	30.67	39.18	32.16	23.03	17.42	51.2	25.25	9.53	4.94	1.22	0	8.17	4.95	2.76	5.76
merged_5_5706816	49.6	50.61	34.86	41.13	53.28	10.72	8.44	41.78	28.36	10.51	5.22	1.46	0.55	68.59	47.87	109.93	100.01
merged_1_7710199	39.8	36.61	16.45	31.15	24.38	8.09	7.38	36.12	21.31	2.62	1.4	0.97	0.03	48.07	44.92	40.42	58.06
merged_4_1302796	86.62	127.94	135.4	2.46	5.6	205.05	153.5	134.76	87.33	181.84	144.07	3.64	1.84	151.82	146.88	103.19	142.38
merged_5_16908088	75.97	72.48	69.09	14.08	9.37	117.84	148.27	88.22	88.89	143.02	179.94	1.75	2.14	58.79	79.06	62.83	61.4
merged_4_5236770	22.5	21.94	10.45	0.68	0.43	41.3	15.83	32.29	6.95	44.4	20.72	0.56	0	34.73	15.38	11.81	32.34
merged_2_3793379	4.6	4.77	1.99	0.79	0.5	6.91	2.83	5.53	2.79	3.53	4.57	0.11	0.16	7.64	4.13	3.95	4.98
merged_4_7347970	15.75	19.73	12.57	2.73	1.63	33.08	19.68	20.82	8.94	29.6	15.42	0.93	0.2	34.53	27.3	25.39	43.99
merged_1_21873086	21.02	24.92	26.03	1.59	1.54	33.7	34.87	23.09	23.69	34.09	36.91	0.23	0.18	25.02	37.83	23.01	20.49
merged_1_14064880	3.41	3.26	2.34	3.37	1.93	3.47	2.22	1.59	0.9	1.41	0.78	0.11	0.16	4.23	3.33	1.51	3.93
merged_3_13002400	1.05	0.95	1.24	0.66	0.68	1.61	1.34	1.73	0.98	1.91	0.67	0	0	3.79	2.13	1.95	2.09
merged_4_3176477	5.46	5.61	5.46	8.52	6.93	4.7	4	6.61	4.92	1.54	1.23	0.2	0.07	6.64	9.67	6.66	8.81
merged_3_22695532	17.16	16.75	14.35	1.69	1.97	28.33	26.58	20.83	12.94	31.9	28.72	1.17	0.47	26.11	18.38	19.25	22.47
merged_5_9462483	142.38	160.87	195.6	5.6	4.24	251.75	233.95	205.65	166.18	295.34	269.61	6.07	2.51	142.6	183.56	128.26	157.43
merged_1_14697792	1.59	1.3	0.41	0.11	0.8	0.84	1.33	1.1	0.28	1.22	1.33	0.09	0	2.93	2.33	0.92	1.01
merged_1_19595556	3.61	5.83	3.02	2.37	2.18	11.15	8.92	2.9	1.81	6.05	3.36	0.18	0.27	7.44	6.38	4.81	8.33
merged_2_13312670	4.46	3.96	1.72	0.11	0.21	11.76	5.05	8.6	2.89	18.28	11.37	0.36	0.2	6.69	1.77	3.17	4.87
merged_1_13961579	1.67	2.11	1.33	1.07	1.08	3.04	2.27	1.87	1.05	1.96	1.1	0.23	0.1	2.71	2.92	1.54	2.89
merged_1_17230442	3.6	4.83	2.55	3.78	2.33	5.85	3.24	4.26	1.91	2.96	1.44	0	0.06	18.19	22.11	1.16	3.6
merged_3_11939406	1.94	3.24	1.64	1.4	1.24	3.6	3.77	2.61	1.65	3.92	3.22	0.25	0.07	3.19	2.25	2.31	2.95
merged_2_424601	60.76	58.9	56.52	0.28	0.89	96.33	93.43	76.17	49.62	125.74	122.12	0.93	0.61	91.06	99.78	73.47	71.09
merged_4_7905149	9.25	8.08	4.84	0.25	0.32	13.72	9.14	9.21	4.18	14.26	8.28	0.46	0.03	13.75	8.36	5.37	8.68
merged_5_9155640	134.43	147.27	107.35	3.43	3.95	277.63	223.22	201.93	129.63	318.63	293.97	5.99	2.09	219.45	202.2	103.68	189.99
merged_5_19967664	79.98	80.7	64.24	1.36	1.43	139.11	98.69	92.51	55.62	201.46	118.72	3.54	1.55	120.63	68.44	62.5	99.04
merged_3_15745986	15.86	18.56	11.08	0.43	0.83	29.37	25.33	20.86	14.2	31.32	25.42	0.45	0.14	21.73	17.66	13.29	19.38
merged_5_17281821	3.73	5.83	2.29	0.29	0.18	15.27	4.43	12.2	5.2	47.59	35.02	0.24	0	10.63	8.01	3.8	3.78
merged_1_12564046	74.11	75.31	44.41	2.38	1.21	125.51	120.79	118.33	67.95	202.88	138.52	2.94	1.63	93.91	55.75	44.28	93.52
merged_1_16700294	2.24	4.23	1.44	0.41	0.09	8.29	2.88	4.67	2.18	8.63	4.58	0	0	5.88	2.89	2.39	5.8
merged_1_21995391	10.16	8.52	3.83	0.7	0.64	13.09	5.92	10.21	2.01	16.29	5.15	0.06	0.19	13.54	7.61	7.04	9.58
merged_5_10577908	2.2	3.54	0.74	0.45	1.05	5.5	2.61	3.62	0.95	4.26	2.66	0.12	0.28	3.89	2.97	1.68	4.34
merged_2_5711379	3.1	2.33	1.14	1.23	0.29	5.06	2.31	2.37	1.19	4.12	1.97	0.04	0	3.58	2.44	1.76	3.93
merged_2_9344517	248.19	243.58	290.96	1.48	3.97	414.43	574.59	275.48	377.28	440.79	725.54	10.83	4.08	244.54	421.42	268.3	207.58
merged_4_3676423	2.7	3.01	2.04	1.64	0.96	4.23	2.93	3.56	1.61	3.44	2.13	0.07	0.01	4.38	3.3	2.11	3.86
merged_3_16635615	4.62	5.8	5.62	0.71	1.04	9.28	7.65	6.34	4.8	8.69	6.72	0.25	0.09	6.98	5.34	3.76	5.98
merged_3_11894982	14.84	15.63	8.55	12.16	8.82	21.53	12.89	7.17	3.75	6.02	5.75	0.69	0.27	14.95	7.85	6.73	17.22
merged_1_24835719	124.06	149.77	137.12	2.27	4	274.59	206.03	189.54	133.41	266.12	196.82	3.74	1.1	146.33	140.93	100.39	140
merged_1_16306202	102.73	110.01	111.59	12.52	7.12	139.88	127.54	133.83	89.78	153.44	152.86	3.33	1.66	172	122.83	54.29	147.11
merged_3_10293729	6.59	5.24	2.74	1.13	0.63	8.88	4.75	5.44	2.15	7.33	3.35	0.12	0	11.81	3.94	5.48	6.87
merged_5_9557656	11.17	9.06	10.32	0.26	0.32	16.49	22.27	12.29	11.33	21	25.95	0.42	0.16	16.35	10.08	8.91	11.26
merged_4_4720310	1	1.58	0.97	1.82	1.66	2.34	2.1	1.35	0.94	1.28	0.72	0	0	1.45	2.22	1.11	1.64
merged_1_17837843	5.03	6.61	3.12	0.68	0.51	12.34	6.12	8.95	5.02	11.25	6.22	0.15	0.08	8.38	4.2	2.75	6.23
merged_1_17405657	56.71	81.28	59.71	17.42	11.25	114.42	87.57	84.25	52.88	133.7	75.58	4.14	0	89.11	77.47	44.52	89.68
merged_3_10653879	169.93	189.6	102.49	1.57	2.53	235	177.37	156.2	95.48	219.42	146.76	5.65	1.07	233.18	183.71	83.62	152.87
merged_5_15136260	3.94	2.61	2.22	0.92	0	8.22	4.85	3.23	1.83	6.24	2.91	0	0	7.09	2.83	2.83	6.43
merged_2_1629307	7.82	8.07	7.98	4.85	4.99	11.07	10.88	8.49	6.37	10.57	8.07	0.29	0.21	9.22	9.58	9.39	9.09
merged_4_6180185	7.22	6.01	3.91	0	0	13.27	7.1	12.03	6.98	24.25	11.57	0.19	0	12.94	5.21	3.22	6.48
merged_3_8835922	18.04	18.04	13.41	0.47	0.89	34.68	21.47	20.91	9.47	63.95	40.76	0.81	0.15	21.66	14.22	11	21.38
merged_5_13811267	8.56	9.03	5.44	7.37	9.89	11.53	7.85	4.46	1.82	6.05	3.08	0.27	0.07	15.07	11.13	10.61	12.06
merged_1_21991517	10.87	8.4	10.36	3.72	5.26	12.11	14.21	13.71	10.14	13.65	14.97	0.83	0.22	12.46	12.4	7.49	8.66
merged_1_10775641	81	88.73	58.36	79.87	85.11	28.01	21.6	95.7	52.6	26.33	8.79	1.51	0.46	11.33	3.77	7.58	12.29
merged_5_10151198	3.16	3.23	0.97	0	0	4.6	2.84	2.8	1.3	9.8	2.48	0	0	5.28	3.46	2.26	1.53
merged_3_12671673	8.34	7.27	2.88	0.99	0.54	9.65	4.61	6.57	3.42	9.6	6.08	0.17	0.18	14.03	5.67	2.68	7.85
merged_4_3133311	4.33	3.81	3.47	1.22	2.17	4.03	6.22	2.28	2.73	4.04	4.61	0.38	0.04	3.37	4.36	2.56	4.39
merged_2_990740	11.66	9.32	9.22	0.26	0.41	23.03	14.47	14.33	8.09	20.06	17.3	0.21	0.16	12.4	9.06	7.36	11.6
merged_2_9378903	14.28	12.6	9.16	0.17	0.43	20.29	10.81	19.94	9.69	34.01	22.86	1.82	0.32	22.72	7.73	6.59	16.63
merged_1_23748994	43.59	34.64	29.74	1.54	0.85	55.08	40.69	32.21	24.5	52.78	44.14	1.59	0.6	40	26.16	16.52	29.84
merged_1_13219538	34.96	45.38	16.73	0.29	0.46	76.35	41.9	53.75	18.7	103.27	49.42	2.76	0.36	50.7	43.38	24.96	50.93
merged_2_6246651	152.64	152.6	140.03	158.26	215.8	6.97	5.11	170.29	142.86	1.55	0.93	3.11	0.55	4.22	1.83	0.61	4.24
merged_3_6366110	214.88	200.25	136.67	231.23	152.83	31.07	26.15	215.04	110.16	5.53	2.57	2.51	0.58	15.01	7.41	7.78	14.12
merged_2_6742983	5.18	6.64	4.01	0.42	0.61	8.03	6.19	5.95	3.86	13.17	8.4	0.11	0.09	5.52	3.45	3.96	4.39
merged_3_20653960	9.53	6.31	3.09	1.63	0.39	10.92	7.09	6.62	3.66	21.04	9.68	0	0	13.01	4.86	8.62	7.97
merged_2_2096726	6.32	5.5	3.15	4.1	2.89	11.86	7	2.91	1.64	3.76	3.67	0	0	8.25	6.53	4.54	10.11
merged_5_10458667	129.27	136.4	74.85	2.06	2.61	276.65	234.2	228.59	124.35	472.62	357.64	9.89	0.43	163.52	120.85	91.78	151.92
merged_5_6460804	72.51	65.08	45.84	1.2	1.52	98.29	80.82	70.89	49.32	121.08	89.44	3.51	1.33	74.93	80.91	62.9	72.87
merged_1_4684223	6.04	9.24	5.35	0.25	0.39	12.86	8.82	8.1	7.44	14.49	14.1	0.2	0	7.46	5.34	5.74	9.42
merged_2_69547	3.34	3.83	5.64	2.29	1.33	5.26	14.52	2.67	6.06	6.91	11.31	0.63	0.12	5.76	6.91	5.82	10.35
merged_2_293010	9.65	11.95	5.17	0.4	0.51	14.02	10.44	14.48	4.42	18.57	11.62	0.11	0	20.06	10.25	7.18	13.13
merged_1_17205843	7.21	7.75	5.16	0.64	0.9	12.62	11.37	10.14	7.85	24.36	21.3	0.32	0.24	9.53	7.52	5.18	8.59
merged_5_9718865	26.21	29.27	24.91	0.17	0.11	71.07	65.9	63.83	40.12	118.4	106.04	1.69	0.43	47.23	37.5	34.17	40.26
merged_1_8647752	8.33	9.47	4.08	1.5	1.4	17.83	8.17	9.91	3.95	14.38	7.71	0.31	0.35	18.13	13.8	8.4	18.57
merged_4_18181448	52.6	51.69	29	38.4	34.41	28.56	19.76	43.66	26.61	25.69	14.84	1.39	0.03	33.65	39.16	5.08	7.23
merged_3_20258954	53.11	58.73	44.1	2.58	2.03	100.96	83.5	67.71	49.39	88.82	86.92	2.42	0.9	64.17	51.23	49.13	60.19
merged_1_4312208	3.84	3.72	2.01	3.05	2.31	0.31	0.12	1.44	1.87	0	0	0.19	0	11.4	2.67	6.66	8.63
merged_5_11233516	3.14	1.83	1.46	2.21	1.3	1.27	2.83	2.91	1.05	1.26	0.2	0	0.1	3.27	4.03	1.07	4.92
merged_2_4792122	3.84	4.6	1.75	4.8	2.31	3.73	2.38	3.74	0.88	1.48	0.9	0.07	0.11	18.83	16.51	11.6	25.41
merged_5_13367293	4.97	3.07	2.05	0.57	0.72	8.52	3.93	2.65	0.75	4.05	1.73	0.62	0	8.21	2.92	1.51	5.25
merged_5_11244492	2.19	2.76	1.68	3.92	0.65	4.86	3.13	2.24	1.24	4.2	1.29	0	0	3.12	3.32	1.82	6.26
merged_5_16641848	20.9	15.78	8.74	2.66	0.8	32.3	16.7	23.77	11.22	45.67	21.56	1.84	0	25.84	10.53	11.74	17.97
merged_5_4479376	136.07	167.59	91.82	198.08	93.58	184.34	122.28	202.15	75.3	255.67	130.82	671.98	250.02	121.44	101.24	69.9	168.89
merged_1_7834053	31.83	30.61	8.41	0.43	0.27	54.71	23.75	38.08	8.48	75.12	22.61	0.7	0.27	48.51	23.99	21.7	26.76
merged_4_521672	59.73	65.75	38.93	10.75	9.44	93.21	56.95	54.03	32.38	86.66	48.95	3.1	0.49	69.32	55.2	34.87	60.41
merged_5_15981919	196.97	206.27	190.77	263.45	269.1	25.27	24.6	214.16	181.92	8.23	9.97	3.66	0.62	122.52	104.74	150.71	164.53
merged_5_12860055	2.56	2.26	2.57	0.24	0.31	2.61	3.08	4.49	1.29	4.6	2.47	0.2	0	3.5	4.23	1.78	2.07
merged_3_11674454	4.44	3.08	1.1	1.11	0.23	3.8	2.39	2.44	1.6	3.9	2.52	0.23	0.64	5.09	3.82	2.16	6.35
merged_2_11619218	18.25	20.04	11.99	0.33	1.1	43.07	43.05	33.1	22.31	68.68	52.75	1.34	0.54	37.6	25.98	26.59	23.47
merged_4_11113410	4.78	4.4	2.27	0.8	1.68	7.51	6.2	4.64	2.87	6.69	4.41	0.33	0.05	5.05	3.39	3.46	4.81
merged_2_7292045	4.49	7.02	2.76	1.4	0.89	11.52	4.59	3.06	2.55	5.32	4.19	0	0.22	10.29	6.05	5.08	9.09
merged_2_12734010	8.85	7.92	6.05	0.61	0.35	15.65	9.05	10.5	4.62	12.98	10.63	0.87	0.14	9.54	7.72	7.54	10.37
merged_4_7419423	3.07	2.03	0.69	0.53	0	10.33	3.6	14.76	2.09	48.13	7.65	0	0	7.97	2.85	0.77	11.02
merged_4_8087267	8.07	6.33	4.18	1.71	1.38	15.44	7.74	9.38	3.48	16.5	10.08	0.32	0.03	14.54	16.4	8.96	8.16
merged_5_11649686	3.99	3.94	2.92	4.54	3.72	4.14	4.4	4.34	1.76	1.44	1.35	0.04	0.03	5.24	3.73	3.02	5.08
merged_1_17122202	71.63	49.31	18.41	2.47	0	111.99	49.59	69.63	28.4	112.64	44.23	3.39	0	94.43	52.4	33.35	53.13
merged_2_2265143	90.1	74.72	65.94	88.25	96.46	15.04	11.21	112.26	74.41	0.76	0.31	2.33	0.1	33.62	11.89	20.79	26.73
merged_4_2304818	2.29	4.22	2.13	1.62	0.81	6.01	5.47	4.19	3	8.11	4.31	0.21	0.11	4.62	4.34	3.02	3.04
merged_3_11248332	152.09	188.05	102.58	10.29	4.34	576.22	439.92	662.34	246.66	1397.97	824.24	22.6	4.28	735.71	413.98	80.64	210.51
merged_1_15824538	4.79	5.34	4.7	5.87	4.76	4.89	4.09	5.55	4.04	3.15	1.99	0.16	0.02	5.57	7.21	5.22	7.22
merged_3_7636785	5.4	5.17	3.68	0.73	1.16	11.71	10.17	11.19	5.32	18.71	15.6	0	0.15	9.1	5.73	5.37	7.43
merged_1_4111499	6.67	6.54	2.25	1.4	0.86	10.85	4.6	6.72	2.14	11.38	3.76	0.15	0.03	8.87	5.75	4.56	8.63
merged_1_15524915	1.9	0.97	0.73	0.15	0.28	2.31	1.44	2.46	0.69	1.61	1.12	0.37	0	1.65	1.6	0.72	1.76
merged_3_9903242	85.9	107.18	88.34	1.38	1.67	159.37	159.02	152.64	107.93	230.44	205.05	4.15	1.81	138.72	130.3	80.77	111.97
merged_5_11249675	1.98	4.2	1.56	5.27	1.61	4.39	3.57	3.27	1.58	4.81	1.29	0.42	0.21	2.98	4.97	2.88	7.88
merged_1_14475610	2.27	2.24	2.17	2.94	1.83	2.44	1.92	2.51	1.76	1.54	0.83	0.03	0.05	3.12	2.83	2.02	3.44
merged_2_11286109	20.49	20.66	13.21	0.61	0.54	33.02	27.69	31.92	14.85	44.61	27.23	1.3	0.08	39.51	31.07	31.05	34.25
merged_1_6538269	16.81	16.89	10.25	5.24	2.41	31.64	24.44	19.39	14.41	31.06	27.88	0.54	0.25	32.11	30.98	14.22	24.82
merged_1_6589079	14.73	13.74	15.73	0.74	0.92	43.98	42.76	36.22	27.79	59.29	56.89	0.8	0.35	26.65	30.67	29.94	29.2
merged_5_16480739	26.62	21.12	13.84	0.76	0.32	37.19	25.31	29.14	15.04	45.89	35.83	0.83	0.71	29.4	15.83	10.39	22.1
merged_5_9346290	12.86	13.94	13.32	19.66	23.57	11.73	9.63	4.85	2.45	2.19	1.35	0.41	0.17	23.61	19.74	18.83	20.84
merged_1_7254883	42.41	44.81	40.24	13.88	8.73	60.4	48.24	52.51	32.07	69.28	47.91	3.41	0.48	36.06	49.51	30.84	38.71
merged_2_5936673	113.98	130.37	102.05	0.65	0.82	254.82	223.4	149.56	109.33	289.46	290.47	8.52	2.02	146.73	149.5	73.38	137.22
merged_2_3034625	0.92	1.48	0.8	0.09	0.99	1.17	1.1	0.99	0.4	1.07	0.83	0	0	4.72	2.74	1.99	4.78
merged_1_17294708	14.22	15.22	5.42	1.61	1.59	25.31	14.37	21.11	8.14	31.26	20.09	0.59	0.28	9.2	7.18	13.47	16.52
merged_3_8452491	9.22	7.46	9.12	0	0.44	20.03	11.54	14.76	7.68	17.06	13.97	0.29	0	15.51	11.88	8.09	13.31
merged_3_11100763	8.94	8.81	7.5	0.34	0.32	9.79	9.85	10.14	4.74	9.7	9.14	0.28	0.21	14.98	17.42	7.43	9.44
merged_1_27635146	68.57	71.29	52.95	76.96	55.62	23.43	21.24	65.45	37.29	10.63	7.26	1.17	0.36	13.01	17.45	11.45	14.64
merged_1_11083096	105.12	99.21	50.47	2.66	0.72	149.4	112.89	131.49	62.48	202.62	131.56	1.25	0	134.33	77.56	49.57	93.96
merged_3_16553247	30.07	22.35	8.86	0	0.5	50.18	38.14	49.65	18.92	60.09	37.81	2.94	0	37.55	28.33	22.87	41.27
merged_2_704024	6.45	4.95	1.82	0.22	0.21	14.68	6.86	15.88	1.91	24.62	9.43	0.09	0	10.65	4.79	1.88	5.13
merged_2_870812	13.76	18.64	17.1	4.3	3.08	21.69	20.37	6.23	5.95	3.66	4.26	0.62	0.12	20.11	22.69	21.23	22.23
merged_3_10983167	5.05	3.47	3.58	0.32	1.52	10.14	10.03	7.72	7.86	15.11	16.4	0	0.2	4.08	8.33	4.35	3.99
merged_5_15344218	13.41	12.86	7.9	2.07	1.39	18.3	16.23	15.95	10.7	16.2	11.01	0.32	0.16	20.97	15.38	12.4	17.02
merged_1_16122698	12.11	10.34	9.66	1.82	1.67	18.94	18.31	14.11	10.68	26.98	25.59	0.58	0.19	13.64	12.3	8.4	10.19
merged_3_10945848	131.39	142.87	126.31	152.03	155.15	113.84	121.79	119.02	101.38	36.62	35.24	2.99	0.67	123.75	107.34	133.25	137.37
merged_4_964701	21.1	18.07	11.89	0.83	0.75	29.7	24.35	21.94	11.36	30.17	23.96	0.58	0.22	27.65	18.55	15.53	23.4
merged_3_11133596	5.91	5.29	5.32	2.41	1.23	13.53	12.08	8.25	3.41	14.18	9.74	0.71	0.15	10.6	8.13	5.78	9.07
merged_2_392656	5.43	3.78	2.9	0.24	0.16	16.81	12.36	29.18	10.23	12.26	9.28	0.4	0	16.96	14.06	2.73	6.51
merged_5_17017827	43.17	55.6	41.02	8.22	5.6	71.83	61.22	61.96	42.6	81.31	61.13	2.67	0.86	126.11	84.41	69.74	128.17
merged_1_15632807	5.02	4.67	3.92	9.74	11.03	4.12	3.56	1.32	0.65	0.97	1.1	0.07	0.38	5.85	4.24	3.52	7.16
merged_4_8820503	13.91	14.09	5.39	0	0.71	17.26	12.73	15.66	8.64	29.44	13.17	0	0.23	15.12	11.49	5.6	5.9
merged_2_4166263	2.14	2.29	1.51	0.77	0.84	4.01	2.93	2.1	1.19	3.36	3.14	0.08	0.1	2.81	2.81	2.02	2.43
merged_5_11369497	3.74	2.64	3.1	3.07	4.54	2.01	3.3	0.54	0.45	0.3	0.22	0.11	0.04	2.72	3.14	2.25	3.36
merged_5_12706611	4.76	5.32	5.55	6.47	7.19	5.96	5.93	3.2	1.96	2.98	2.55	0.37	0.07	5.32	7.22	5.33	7.56
merged_2_613907	59.24	74.51	60.55	1.61	0.87	99.91	104.58	82.49	69.43	129.62	129.85	4.73	1.86	66.74	37.55	24.95	50.81
merged_2_890746	20.7	20.87	15.67	0.97	0.61	36.94	23.61	35.2	19.84	56.8	38.69	0.57	1.12	30.89	17.03	15.05	22.03
merged_3_13422456	4.01	4.48	4.05	4.47	4.48	4.45	4.34	2.35	2.17	1.87	1.35	0.06	0.13	4.3	4.01	2.92	6.02
merged_3_12197893	3.08	1.8	1.07	0.41	0.58	2.17	2.3	3.56	1.68	3.17	2.82	0.17	0.19	2.91	2.25	1.13	2.53
merged_4_6033466	20.23	19.7	8.12	7.77	8.33	33.04	19.49	21.64	5.94	28.19	6.92	0.16	0.25	23.64	13.92	14.69	20.07
merged_1_24275271	2.76	3.86	4.21	3.36	3.69	4.36	5.79	2.3	2.57	3.62	3.38	0.29	0.82	3.77	2.96	4.92	4.73
merged_4_2044146	22.59	24.3	17.8	27.5	24.16	23.12	16.56	10.11	9.72	7.02	4.51	0.58	0.12	20.41	21.05	18.46	25.2
merged_2_709695	10.37	13.33	8.48	0	0	22.68	14.85	16.79	6.24	29.21	21.14	0.43	0.11	27.33	15.47	11.66	19.13
merged_1_4409092	8.17	8.29	5.44	2	1.32	13.29	8.79	9.4	4.7	8.31	8.56	0.15	0.06	32.13	34.25	12.87	24.28
merged_4_9572599	12.17	11.94	8.15	3.11	3.09	17.19	12.69	11.5	7.44	13.45	10.2	0.37	0.21	40.18	41.65	24.36	44.37
merged_5_10911002	5.45	6.32	2.89	5.53	4.14	6.63	3.85	1.6	1.14	2.01	1.06	0.26	0	9.46	5.69	4.38	14.1
merged_1_4682354	10.66	10.64	9.67	0.93	1.04	22.61	21.63	16.89	11.35	28.7	29.88	0.63	0.18	14.13	16.71	15.25	13.25
merged_1_3023400	15.79	13.17	8.36	0.54	0.69	27.74	22.72	16.23	10.27	24.88	23.29	0.33	0.17	23.42	11.86	9.77	14.54
merged_4_3861582	1.95	2.69	2.17	2.35	1.63	3.36	2.71	2.15	1.48	2.21	1.92	0.11	0.03	2.45	3.23	1.93	3
merged_4_3050615	3.73	4.06	4.42	10.13	9.22	4.2	5.41	3.3	2.56	0.32	0.3	0	0.03	5.98	5.66	6.34	5.79
merged_5_17290718	26.86	22.22	15.83	1.82	0.86	39.54	26.19	25.86	16.06	39.53	27.26	2	0.09	33.14	17.7	12.63	23.38
merged_4_11361300	29.62	23.99	22.33	0.88	0.64	50.08	37.7	31.74	23.18	58.98	38.76	0.83	0	36.98	31.44	20.14	30.29
merged_3_9614925	2.51	2.75	1.49	1.55	1.31	3.86	2.67	2.17	2.14	3.79	2.21	0.22	0.21	2.4	2.75	2.49	3.75
merged_3_5590733	73.43	63.78	48.8	1.97	4.05	119.83	97.94	68.46	49.04	141.19	125.28	3.44	0.77	70.63	75.83	53.74	59.79
merged_4_378762	63.59	72.94	70.29	0.88	1.99	107.47	102.87	64.75	55.71	96.07	89.74	2.26	1.1	86.44	51.98	59.02	62.15
merged_2_1213889	57.13	58.3	35.31	63.19	41.33	11.28	7.65	74.37	42.1	2.15	0.98	1.82	0.21	80.17	80.05	94.18	147.37
merged_3_16551003	34.06	30.92	25.86	0.7	0.54	61.2	47.51	44.08	25.98	66.67	54.94	0.81	0.44	47.47	35.72	27.48	44.9
merged_1_12306788	2.32	6.14	2.94	0	0	12.83	7.31	4.78	3.46	8.46	6.27	0	0	6.72	7.66	2.17	2.25
merged_3_15752744	11.82	12.34	7.59	0.14	0.27	20.85	15.9	18.74	11.25	43.65	17.12	1.29	0.09	17.71	12.74	7.54	10.73
merged_1_11088722	17.33	15.22	10.6	3.07	0.16	26.7	16.42	21.98	12.73	39	19.08	2.11	0.32	17.93	18.02	8.81	20.13
merged_1_9367397	10.61	11	8.75	0.7	0.74	20.31	14.84	13.92	7.63	22.42	16.68	0.46	0.17	15.32	13.78	11.65	12.38
merged_2_8567809	3.69	7.77	3.79	0	0	9.79	7.15	16.47	17.16	31.2	53.39	0.77	0.35	12.15	4.64	3.61	5.58
merged_3_10509389	72.1	88.95	58.84	2.54	1.13	122.83	94.64	88.41	47.36	137.58	102.78	2.72	0	102.81	77.35	50.54	77.96
merged_2_6237870	9.92	9.46	2.63	1.12	0.47	18.83	6.83	11.6	2.65	18.4	9.47	0.51	0.08	18.4	8.66	4.06	11.59
merged_2_4348162	26.57	28.89	18.42	3.79	0.92	44.62	42.09	44.16	18.33	63.57	53.76	0.89	0.34	34.96	25.04	14.98	33.53
merged_5_13730232	6.7	4.01	2.44	0.56	1.53	7.27	5.45	5.03	1.47	4.57	3.51	0.15	0	7.67	4.21	3.95	7.65
merged_3_15564547	7.97	6.03	3.21	0.39	0.12	12.17	6.56	8.54	5.04	11.04	6.28	0	0.37	10.4	5.17	5.11	8.94
merged_4_111546	2.87	8.07	3.64	0	0	10.95	9.69	11.3	6.92	13.37	11.64	0	0	12.23	4.32	5.36	7.3
merged_3_10414011	8.52	7.94	4.03	0.27	0.4	12.44	8.32	8.63	6.14	9.82	9.83	0.61	0.1	9.33	5.25	5.24	7.23
merged_3_6992264	94.8	110.03	83.31	25.99	15.04	200.29	145.46	108.37	66.11	169.15	143.67	3.09	1.56	120.97	100.53	71.01	127.4
merged_5_12472097	4.79	5.19	4.61	6.53	6.42	3.87	4.21	4.11	3.19	1.04	0.76	0.15	0.07	6.2	7.17	4.71	8.12
merged_3_21547460	22.46	34.65	32.56	0.85	0.45	69.25	56.32	50.33	28.61	76.89	73.21	0.7	0.09	9.58	0.23	29.09	34.67
